Label,Id,most_published_topic
Yue Ma,8470,"AI in Education, Art, and Creative Industries"
Xinyi Dai,8471,Large Language Models and Natural Language Processing
Zhaoxu Wang,8472,Machine Learning Algorithms and Theoretical AI
Luca Versari,8473,Large Language Models and Natural Language Processing
Amirbek Djanibekov,8474,Large Language Models and Natural Language Processing
Gregory Rogez,8475,Computer Vision and Image Processing
Maarten Naesens,8476,Healthcare and Biomedical Applications of AI
Buck Babich,8477,"Robotics, Autonomous Systems, and Control"
Laure Soulier,8478,Large Language Models and Natural Language Processing
Raymond Chi-Wing Wong,8479,"AI in Education, Art, and Creative Industries"
Srinivasan H. Sengamedu,8480,Large Language Models and Natural Language Processing
Ziyuan Shang,8481,"AI in Education, Art, and Creative Industries"
Hamid Karimi,8482,"AI in Education, Art, and Creative Industries"
Saeed Samieezafarghandi,8483,Cybersecurity and Information Security with AI
Austin Chan,8484,Data Science and Analytics
Ruijin Sun,8485,Machine Learning Algorithms and Theoretical AI
ShengHao Li,8486,Machine Learning Algorithms and Theoretical AI
Zhichen Zeng,8487,Machine Learning Algorithms and Theoretical AI
Yi Cao,8488,Data Science and Analytics
Chandan K. Reddy,8489,Machine Learning Algorithms and Theoretical AI
Ellen Novoseller,8490,Machine Learning Algorithms and Theoretical AI
Amin Zarei,8491,Machine Learning Algorithms and Theoretical AI
Fabio Patrizi,8492,Machine Learning Algorithms and Theoretical AI
Yuxin Ren,8493,Large Language Models and Natural Language Processing
Yushan Qian,8494,Large Language Models and Natural Language Processing
Hanyi Wang,8495,"AI in Education, Art, and Creative Industries"
Chunwei Tian,8496,AI for Industrial Automation and Manufacturing
Hong-Jun Yoon,8497,Large Language Models and Natural Language Processing
Beibei Li,8498,Machine Learning Algorithms and Theoretical AI
Kaixiong Zhou,8499,Data Science and Analytics
Mengzhou Hu,8500,Healthcare and Biomedical Applications of AI
Xiaoqing Zhang,8501,Computer Vision and Image Processing
Ye Chen,8502,Large Language Models and Natural Language Processing
Zhiyuan Zhang,8503,Large Language Models and Natural Language Processing
Zhengyu Chen,8504,Large Language Models and Natural Language Processing
Per-Erik Forssén,8505,Computer Vision and Image Processing
Xiaohan Mao,8506,"Robotics, Autonomous Systems, and Control"
Kenji Tei,8507,Machine Learning Algorithms and Theoretical AI
Bharadwaj R. K. Mantha,8508,
Mauro Cettolo,8509,Large Language Models and Natural Language Processing
Alexander W. Bergman,8510,Computer Vision and Image Processing
Tao Xie,8511,Large Language Models and Natural Language Processing
Rohit Bhattacharya,8512,Machine Learning Algorithms and Theoretical AI
Stepan Manannikov,8513,Data Science and Analytics
Zhongling Huang,8514,Emerging Technologies and Future Trends in AI
Bartlomiej Twardowski,8515,Large Language Models and Natural Language Processing
Gabriel Synnaeve,8516,"AI in Education, Art, and Creative Industries"
Kalyani Marathe,8517,Computer Vision and Image Processing
Licong Lin,8518,Machine Learning Algorithms and Theoretical AI
Sakshi Mehul Thakar,8519,Computer Vision and Image Processing
Eric Rosen,8520,"Robotics, Autonomous Systems, and Control"
Yutong Li,8521,"Robotics, Autonomous Systems, and Control"
Ricardo Rohweder,8522,Healthcare and Biomedical Applications of AI
Fabian Suchanek,8523,Machine Learning Algorithms and Theoretical AI
Nicolas Kraus,8524,Data Science and Analytics
Eric Ruzomberka,8525,
Jayanth Siddamsetty,8526,Sustainability and Environmental Applications of AI
Yannic Kilcher,8527,Large Language Models and Natural Language Processing
Nobuhito Manome,8528,Emerging Technologies and Future Trends in AI
Luc von Niederhäusern,8529,
Fatma Zohra Rezkellah,8530,Machine Learning Algorithms and Theoretical AI
Dimitrios Bounias,8531,Healthcare and Biomedical Applications of AI
Juergen Beyerer,8532,Machine Learning Algorithms and Theoretical AI
Ismail. B. Mustapha,8533,Machine Learning Algorithms and Theoretical AI
Xia Xu,8534,Machine Learning Algorithms and Theoretical AI
Nick Gabrieli,8535,Large Language Models and Natural Language Processing
Ruoxuan Feng,8536,AI in Social Sciences and Humanities
Adam Makosiej,8537,"Robotics, Autonomous Systems, and Control"
Gözde Özcan,8538,Machine Learning Algorithms and Theoretical AI
Yongzhe Zhang,8539,Machine Learning Algorithms and Theoretical AI
Brent Yi,8540,"Robotics, Autonomous Systems, and Control"
Abhinav Gupta,8541,"Robotics, Autonomous Systems, and Control"
Huijie Zhu,8542,Computer Vision and Image Processing
Mrinal Kanti Dhar,8543,
Haoye Tian,8544,AI in Social Sciences and Humanities
Ralph Wittig,8545,Data Science and Analytics
David Osayande,8546,Healthcare and Biomedical Applications of AI
Sy Hwang,8547,
Eunji Kim,8548,Computer Vision and Image Processing
Ruiqi Lyu,8549,Healthcare and Biomedical Applications of AI
Lanssie Mingyue Ma,8550,"Robotics, Autonomous Systems, and Control"
John Molloy,8551,"AI in Education, Art, and Creative Industries"
Punuru Sri Lakshmi,8552,Computer Vision and Image Processing
Yuhao Dong,8553,Computer Vision and Image Processing
Jennifer L. Heyman,8554,"AI in Education, Art, and Creative Industries"
Seyed Mohammad Azimi-Abarghouyi,8555,Machine Learning Algorithms and Theoretical AI
Max Hahn-Klimroth,8556,Data Science and Analytics
Jiannong Cao,8557,Machine Learning Algorithms and Theoretical AI
Rui L. Lopes,8558,Computer Vision and Image Processing
Shashidhar Reddy Javaji,8559,Large Language Models and Natural Language Processing
Eric Dettinger,8560,"AI in Education, Art, and Creative Industries"
Dandan Qiao,8561,"AI Ethics, Society, and Policy"
Paul Christiano,8562,Machine Learning Algorithms and Theoretical AI
Shaukat Ali,8563,
Scott Swingle,8564,"Robotics, Autonomous Systems, and Control"
Dimitry Melts,8565,Machine Learning Algorithms and Theoretical AI
Clara-Lea Bonzel,8566,Healthcare and Biomedical Applications of AI
Yannick Toussaint,8567,Healthcare and Biomedical Applications of AI
Zhong Zhang,8568,Large Language Models and Natural Language Processing
Danny Hernandez,8569,Large Language Models and Natural Language Processing
Hyun Kang,8570,Computer Vision and Image Processing
Joshua Peeples,8571,Computer Vision and Image Processing
Tim Gollisch,8572,Healthcare and Biomedical Applications of AI
Fangzhou Wu,8573,"AI Ethics, Society, and Policy"
Gabriel D. J. Barbosa,8574,"AI Ethics, Society, and Policy"
Joshua Hirschbrunn,8575,Large Language Models and Natural Language Processing
Ting Yao,8576,Machine Learning Algorithms and Theoretical AI
Qianni Zhang,8577,Computer Vision and Image Processing
Reek Majumder,8578,Healthcare and Biomedical Applications of AI
Kaustuv Mukherji,8579,"Robotics, Autonomous Systems, and Control"
Sanping Zhou,8580,"Robotics, Autonomous Systems, and Control"
Bang Liu,8581,Large Language Models and Natural Language Processing
Mohamed Abd Elaziz,8582,Healthcare and Biomedical Applications of AI
Junyi Gao,8583,Healthcare and Biomedical Applications of AI
Da-shan Shiu,8584,Computer Vision and Image Processing
Hexiang Pan,8585,Machine Learning Algorithms and Theoretical AI
Rishabh Bhardwaj,8586,Large Language Models and Natural Language Processing
Zhongxue Gan,8587,"Robotics, Autonomous Systems, and Control"
Wenzhe Li,8588,Machine Learning Algorithms and Theoretical AI
Lambert Deng,8589,Large Language Models and Natural Language Processing
Andrew Mayne,8590,Large Language Models and Natural Language Processing
Bardh Prenkaj,8591,Machine Learning Algorithms and Theoretical AI
Ehsan Esmaili,8592,Data Science and Analytics
Heike Adel,8593,Large Language Models and Natural Language Processing
Hamid Latif-Martínez,8594,Machine Learning Algorithms and Theoretical AI
David Novoa-Paradela,8595,Data Science and Analytics
Jakub Marecek,8596,Machine Learning Algorithms and Theoretical AI
Saif Eddin Jabari,8597,Machine Learning Algorithms and Theoretical AI
Jing Hao,8598,Machine Learning Algorithms and Theoretical AI
Onur Karakaya,8599,Machine Learning Algorithms and Theoretical AI
Wei Bi,8600,Large Language Models and Natural Language Processing
Tianyue Cai,8601,AI in Social Sciences and Humanities
Fushuo Huo,8602,Large Language Models and Natural Language Processing
Shi-ang Qi,8603,Healthcare and Biomedical Applications of AI
Kartik Sau,8604,Machine Learning Algorithms and Theoretical AI
Seung-Woo Ko,8605,Machine Learning Algorithms and Theoretical AI
Ricardo Cruz,8606,Machine Learning Algorithms and Theoretical AI
Prabhat K. Mishra,8607,Machine Learning Algorithms and Theoretical AI
Md Aminul Islam,8608,Sustainability and Environmental Applications of AI
Hao Yuan,8609,Machine Learning Algorithms and Theoretical AI
Akila Welihinda,8610,Large Language Models and Natural Language Processing
Ravindra Pratap,8611,
Rong Zhou,8612,Healthcare and Biomedical Applications of AI
Enzo Ferrante,8613,Healthcare and Biomedical Applications of AI
Abraham George,8614,Machine Learning Algorithms and Theoretical AI
Xiang Lorraine Li,8615,Large Language Models and Natural Language Processing
G. Catolino,8616,Machine Learning Algorithms and Theoretical AI
Felix Luong,8617,Machine Learning Algorithms and Theoretical AI
Binhao Ma,8618,"AI Ethics, Society, and Policy"
Bo Ryu,8619,"Robotics, Autonomous Systems, and Control"
Brenda Leong,8620,Cybersecurity and Information Security with AI
Zheng Xu,8621,Machine Learning Algorithms and Theoretical AI
Ben Smith,8622,"AI Ethics, Society, and Policy"
Sayon Roy,8623,"AI in Education, Art, and Creative Industries"
Neeloy Chakraborty,8624,"Robotics, Autonomous Systems, and Control"
Kaixun Yang,8625,"AI in Education, Art, and Creative Industries"
Ying Jin,8626,Machine Learning Algorithms and Theoretical AI
Seth Cooper,8627,"Robotics, Autonomous Systems, and Control"
Jiamin Yuan,8628,Healthcare and Biomedical Applications of AI
Kevin Pu,8629,"AI in Education, Art, and Creative Industries"
Lincoln Murr,8630,Large Language Models and Natural Language Processing
Angela Dalton,8631,Emerging Technologies and Future Trends in AI
Naihao Deng,8632,Large Language Models and Natural Language Processing
Ziao Wang,8633,Machine Learning Algorithms and Theoretical AI
Hanxuan Yang,8634,Large Language Models and Natural Language Processing
Austin Tripp,8635,Machine Learning Algorithms and Theoretical AI
Yeting Li,8636,Healthcare and Biomedical Applications of AI
Yijun Bian,8637,Machine Learning Algorithms and Theoretical AI
Yashas Malur Saidutta,8638,Large Language Models and Natural Language Processing
Ahmed Salah Mohamed,8639,Emerging Technologies and Future Trends in AI
Charlie George,8640,
Zhenan He,8641,Machine Learning Algorithms and Theoretical AI
Nicole Immorlica,8642,"AI Ethics, Society, and Policy"
Christopher Tensmeyer,8643,Large Language Models and Natural Language Processing
Jean-Stanislas Denain,8644,Large Language Models and Natural Language Processing
Max Bileschi,8645,Large Language Models and Natural Language Processing
Hugh Logan Ellis,8646,Healthcare and Biomedical Applications of AI
Chen Li,8647,Large Language Models and Natural Language Processing
Feng Shi,8648,Data Science and Analytics
George Legrady,8649,"AI in Education, Art, and Creative Industries"
Steven Kolawole,8650,
Shiwei Wu,8651,Large Language Models and Natural Language Processing
Federica Ferraguti,8652,Computer Vision and Image Processing
A. Feder Cooper,8653,Machine Learning Algorithms and Theoretical AI
Seyed Mahed Mousavi,8654,Machine Learning Algorithms and Theoretical AI
Oscar Garnica,8655,Emerging Technologies and Future Trends in AI
Mariana Graterol-Fuenmayor,8656,Large Language Models and Natural Language Processing
Saurabh Ghanekar,8657,Large Language Models and Natural Language Processing
Gabriela Calvario,8658,Computer Vision and Image Processing
Dong Liu,8659,Computer Vision and Image Processing
Paritosh Bisht,8660,Healthcare and Biomedical Applications of AI
"Linxi ""Jim"" Fan",8661,Large Language Models and Natural Language Processing
Zhiyu Wu,8662,Large Language Models and Natural Language Processing
Urszula Chajewska,8663,Machine Learning Algorithms and Theoretical AI
Jeffrey Zhao,8664,Large Language Models and Natural Language Processing
Julia Hirschberg,8665,Computer Vision and Image Processing
Ruth Hoffmann,8666,AI for Industrial Automation and Manufacturing
Makoto Onizuka,8667,Data Science and Analytics
Ankur Nath,8668,Machine Learning Algorithms and Theoretical AI
Ayse Gokcen Kavaz,8669,Machine Learning Algorithms and Theoretical AI
Numair Sani,8670,Data Science and Analytics
Francis S Bach,8671,Machine Learning Algorithms and Theoretical AI
Scott Mueller,8672,Machine Learning Algorithms and Theoretical AI
Durgesh Nandini,8673,"AI Ethics, Society, and Policy"
Jochen L. Leidner,8674,Human-Computer Interaction and User Experience
Jiahui Ma,8675,Cybersecurity and Information Security with AI
Catharina Silvia Lisson,8676,
Magdalena Kaiser,8677,Large Language Models and Natural Language Processing
Kim van den Houten,8678,Machine Learning Algorithms and Theoretical AI
Hanwool Lee,8679,"AI in Education, Art, and Creative Industries"
Vincent Perot,8680,Large Language Models and Natural Language Processing
Dinesh Babu Jayagopi,8681,Computer Vision and Image Processing
Jiaxin Pan,8682,Machine Learning Algorithms and Theoretical AI
Roman Novak,8683,Large Language Models and Natural Language Processing
Julien Strippoli,8684,Computer Vision and Image Processing
Michael Bohlke-Schneider,8685,Large Language Models and Natural Language Processing
Pavel Zadorozhny,8686,"AI Ethics, Society, and Policy"
Haokun Lin,8687,Healthcare and Biomedical Applications of AI
Lucas Potin,8688,Data Science and Analytics
Lupo Marsigli,8689,Machine Learning Algorithms and Theoretical AI
Chunlin Chen,8690,Machine Learning Algorithms and Theoretical AI
Jacob E Resch,8691,Healthcare and Biomedical Applications of AI
Thibault Groueix,8692,"AI in Education, Art, and Creative Industries"
Carlo C Del Mundo,8693,Large Language Models and Natural Language Processing
Min Shen,8694,Large Language Models and Natural Language Processing
Gilles Blanchard,8695,Machine Learning Algorithms and Theoretical AI
Vignesh Gopakumar,8696,
Mahmoud Abbas,8697,Healthcare and Biomedical Applications of AI
Hadi Daneshmand,8698,Machine Learning Algorithms and Theoretical AI
Berkay Yaman,8699,Emerging Technologies and Future Trends in AI
Zhengyao Jiang,8700,"Robotics, Autonomous Systems, and Control"
Brian Tom,8701,Machine Learning Algorithms and Theoretical AI
Xiuxia Miao,8702,Healthcare and Biomedical Applications of AI
Juexiao Zhou,8703,Healthcare and Biomedical Applications of AI
Jun Ma,8704,Large Language Models and Natural Language Processing
Ayush Sawarni,8705,Machine Learning Algorithms and Theoretical AI
Marcella Scoczynski Ribeiro Martins,8706,Data Science and Analytics
Xiangtao Guan,8707,AI for Industrial Automation and Manufacturing
Lionel M. Ni,8708,"AI in Education, Art, and Creative Industries"
Blake Castleman,8709,"AI in Education, Art, and Creative Industries"
Pengxiang Zhang,8710,Large Language Models and Natural Language Processing
Runxue Bao,8711,Healthcare and Biomedical Applications of AI
Wuliang Huang,8712,"AI Ethics, Society, and Policy"
Daniel Boyle,8713,Data Science and Analytics
